Mnemonics_Arquivos,Mnemonics_Variaveis,long_name,Descricao,Unidade,Data Atualização
,TH,Thorium concentration,Concentraçao de tório,ppm,NaT
,THAPI,Thorium yield in API unit,Conteúdo de tório,gAPI,NaT
,THAV,Valor Medio de Espessura,Valor Medio de Espessura,in,NaT
,THAV_RF,Media da Espessura do Revestimento Unflagged,Media da Espessura do Revestimento Unflagged,in,NaT
,THBK,Espessura do Revestimento Normalizada,Espessura do Revestimento Normalizada,in,NaT
,THBK_RF,Imagem Unflagged da Espessura do Revestimento,Imagem Unflagged da Espessura do Revestimento,in,NaT
,THMC,Espessura do reboco,Espessura do reboco,IN,NaT
,THMN,Minimo Valor de Espessura,Minimo Valor de Espessura,in,NaT
,THMN_PMIT,Valor de Espessura Minima,Valor de Espessura Minima,in,NaT
,THMN_RF,Minimum of Unflagged Casing Thickness,Minimum of Unflagged Casing Thickness,in,NaT
,THMX,Maximo Valor de Espessura,Maximo Valor de Espessura,in,NaT
,THMX_RF,Maximum of Unflagged Casing Thickness,Maximum of Unflagged Casing Thickness,in,NaT
,THNO,Espessura Nominal do Casing,Espessura Nominal do Casing,in,NaT
,THOR,Thorium,Índice de tório,ppm,NaT
,TICK_ARC_GR,ARC Gamma Ray Samples,Amostragem dos Raios Gama do ARC,ADIMENSIONAL,NaT
,TICK_ARC_RES,ARC Resistivity Samples,Amostragem de Resistividade,ADIMENSIONAL,NaT
,TICK_DEN,Density Sample Indicator,Amostragem de Densidade,ADIMENSIONAL,NaT
,TICK_DEN2,Density Sample Indicator,Amostragem de Densidade,ADIMENSIONAL,NaT
,TICK_DHAP,Annular Pressure Samples,Amostragem da Medição de Pressão Anular pelo ECOSCOPE,ADIMENSIONAL,NaT
,TICK_GR,Gamma Ray Samples,Amostragem dos Raios Gama do ECOSCOPE,ADIMENSIONAL,NaT
,TICK_GR_MXW,Gamma Ray Samples,Amostragem dos Raios Gama,ADIMENSIONAL,NaT
,TICK_IMP_GR,IMPULSE Gamma Ray Samples,Amostragem Raios Gama,ADIMENSIONAL,NaT
,TICK_NEU,Neutron Ticks,Amostragem de Neutron,ADIMENSIONAL,NaT
,TICK_NEU2,Neutron Ticks,Amostragem de Neutron,ADIMENSIONAL,NaT
,TICK_RAB_BIT,Bit Sensor Sample Indicator,Amostragem da Resistividade na Broca do RAB,ADIMENSIONAL,NaT
,TICK_RAB_GR,Gamma Ray Sample Indicator,Amostragem dos raios gamma do RAB,ADIMENSIONAL,NaT
,TICK_RAB_RING,Ring Sample Indicator,Amostragem da Resistividade do Anel do RAB,ADIMENSIONAL,NaT
,TICK_RES_MXW,Resistivity Samples,Amostragem de Resistividade,ADIMENSIONAL,NaT
,TICK_RHON,RHON sample indicator,Amostragem RHON,ADIMENSIONAL,NaT
,TICK_SPULSE_GR,SPULSE Gamma Ray Sample Density,Amostragem de Raios Gama do SPULSE,ADIMENSIONAL,NaT
,TICK_UCAL,Ultrasonic Caliper Ticks,Amostragem do Caliper Ultrasonico,ADIMENSIONAL,NaT
,TICKS_BITRES,Bit Sensor Sample Indicator,Amostragem da Resistividade na Broca do RAB,ADIMENSIONAL,NaT
,TICKS_CAL,Caliper Tick Marks,Amostragem de Caliper,ADIMENSIONAL,NaT
,TICKS_CAL2,Caliper Tick Marks,Amostragem de Caliper,ADIMENSIONAL,NaT
,TICKS_DBTN,Deep Button Sample Indicator,Amostragem da Resistividade do Botão Profundo do RAB,ADIMENSIONAL,NaT
,TICKS_DEN,Density Ticks,Amostragem da Densidade,ADIMENSIONAL,NaT
,TICKS_DEN2,Density Ticks,Amostragem da Densidade,ADIMENSIONAL,NaT
,TICKS_GR,ARC Gamma Ray Samples,Amostragem dos Raios Gama,ADIMENSIONAL,NaT
,TICKS_NEU,Neutron Ticks,Amostragem de Neutron,ADIMENSIONAL,NaT
,TICKS_NEU2,Neutron Ticks,Amostragem de Neutron,ADIMENSIONAL,NaT
,TICKS_PRES,Pressure Tick Marks,Amostragem da Medição de Pressão no Anular pelo ARC,ADIMENSIONAL,NaT
,TICKS_RES,ARC Resistivity Samples,Amostragem de Resistividade do ARC,ADIMENSIONAL,NaT
,TICKS_RING,Ring Sample Indicator,Amostragem da Resistividade do Anel do RAB,ADIMENSIONAL,NaT
,TICO1_MH,Compressional integrated Transit time for receiver 1 - Monopole High,"Tempo integrado de transito compressional, receptor 1",us,NaT
,TICO10_MH,Compressional integrated Transit time for receiver 10 - Monopole High,"Tempo integrado de transito compressional, receptor 10",us,NaT
,TICO11_MH,Compressional integrated Transit time for receiver 11 - Monopole High,"Tempo integrado de transito compressional, receptor 11",us,NaT
,TICO12_MH,Compressional integrated Transit time for receiver 12 - Monopole High,"Tempo integrado de transito compressional, receptor 12",us,NaT
,TICO2_MH,Compressional integrated Transit time for receiver 2 - Monopole High,"Tempo integrado de transito compressional, receptor 2",us,NaT
,TICO3_MH,Compressional integrated Transit time for receiver 3 - Monopole High,"3Tempo integrado de transito compressional, receptor 1",us,NaT
,TICO4_MH,Compressional integrated Transit time for receiver 4 - Monopole High,"Tempo integrado de transito compressional, receptor 4",us,NaT
,TICO5_MH,Compressional integrated Transit time for receiver 5 - Monopole High,"Tempo integrado de transito compressional, receptor 5",us,NaT
,TICO6_MH,Compressional integrated Transit time for receiver 6 - Monopole High,"Tempo integrado de transito compressional, receptor 6",us,NaT
,TICO7_MH,Compressional integrated Transit time for receiver 7 - Monopole High,"Tempo integrado de transito compressional, receptor 7",us,NaT
,TICO8_MH,Compressional integrated Transit time for receiver 8 - Monopole High,"Tempo integrado de transito compressional, receptor 8",us,NaT
,TICO9_MH,Compressional integrated Transit time for receiver 9 - Monopole High,"Tempo integrado de transito compressional, receptor 9",us,NaT
,TIMC,TITCTimeMark,Marca de tempo da curva TITC,ms,NaT
,TIME,System time since record start,Tempo do Sistema desde o início da aquisição,ms,NaT
,TIME,Time,Tempo,S,NaT
,TIME_ANISO,Indicador de Anisotropia baseado no Tempo,Indicador de Anisotropia baseado no Tempo,Adimensional,NaT
,TIMET,Internal time,Internal time,IU***,NaT
,TIMS,TITSTimeMark,Marca de tempo da curva TITS,ms,NaT
,TITC,DTC TotalIncTravelTime,Tempo de Transito Total Incrementado Compressional,ms,NaT
,TITS,DTS TotalIncTravelTime,Tempo de Transito Total Incrementado Cisalhamento,ms,NaT
,TKO_SFA_FAST,Vagarosidade TKO - Projeção da Frequência para Canal Rápido,Vagarosidade TKO - Projeção da Frequência para Canal Rápido,Adimensional,NaT
,TKO_SFA_MH_RA,Time-wave number-Order,Tempo-onda numero da ordem,ADIMENSIONAL,NaT
,TKO_SFA_MH_TA,Time-wave number-Order,Tempo-onda numero da ordem,ADIMENSIONAL,NaT
,TKO_SFA_SLOW,Vagarosidade TKO - Projeção da Frequência para Canal Lento,Vagarosidade TKO - Projeção da Frequência para Canal Lento,Adimensional,NaT
,TKO_SFA1,Vagarosidade TKO - Projeção da Frequência para Medida 1,Vagarosidade TKO - Projeção da Frequência para Medida 1,Adimensional,NaT
,TKO_SFA2,Vagarosidade TKO - Projeção da Frequência para Medida 2,Vagarosidade TKO - Projeção da Frequência para Medida 2,Adimensional,NaT
,TKO_SFA3,Vagarosidade TKO - Projeção da Frequência para Medida 3,Vagarosidade TKO - Projeção da Frequência para Medida 3,Adimensional,NaT
,TKO_SFA4,Vagarosidade TKO - Projeção da Frequência para Medida 4,Vagarosidade TKO - Projeção da Frequência para Medida 4,Adimensional,NaT
,TKO_SFA5,Vagarosidade TKO - Projeção da Frequência para Medida 5,Vagarosidade TKO - Projeção da Frequência para Medida 5,Adimensional,NaT
,TKO_SFA6,Vagarosidade TKO - Projeção da Frequência para Medida 6,Vagarosidade TKO - Projeção da Frequência para Medida 6,Adimensional,NaT
,TKRT,Ratio Thor Pota,Relação entre tório e potássio,Adimensional,NaT
,TLC4,TravelTime UL Compensated,Tempo de transito sensores medio e inferior,Adimensional,NaT
,TM25,Raio baixo,Raio baixo,in,NaT
,TM75,Raio alto,Raio alto,in,NaT
,TMC4,TravelTime ML Compensated,Tempo de transito sensores superior e medio,Adimensional,NaT
,TMD1,TMD Gate 1 Filtered,Saída 1 TMD Filtrada,Adimensional,NaT
,TMD1U,TMD Gate 1 UnFiltered,Saída 1 TMD Não-Filtrada,Adimensional,NaT
,TMD2,TMD Gate 2 Filtered,Saída 2 TMD Filtrada,Adimensional,NaT
,TMD2U,TMD Gate 2 UnFiltered,Saída 2 TMD Não-Filtrada,Adimensional,NaT
,TMD3,TMD Gate 3 Filtered,Saída 3 TMD Filtrada,Adimensional,NaT
,TMD3U,TMD Gate 3 UnFiltered,Saída 3 TMD Não-Filtrada,Adimensional,NaT
,TMD4,TMD Gate 4 Filtered,Saída 4 TMD Filtrada,Adimensional,NaT
,TMD4U,TMD Gate 4 UnFiltered,Saída 4 TMD Não-Filtrada,Adimensional,NaT
,TMD5,TMD Gate 5 Filtered,Saída 5 TMD Filtrada,Adimensional,NaT
,TMD5U,TMD Gate 5 UnFiltered,Saída 5 TMD Não-Filtrada,Adimensional,NaT
,TMD6,TMD Gate 6 Filtered,Saída 6 TMD Filtrada,Adimensional,NaT
,TMD6U,TMD Gate 6 UnFiltered,Saída 6 TMD Não-Filtrada,Adimensional,NaT
,TMDS,TMD Sigma,Sigma TMD,Adimensional,NaT
,TMED,Raio mediano,Raio mediano,in,NaT
,TMODE,RMTI Tool Mode,Modo da ferramenta RMTI,Adimensional,NaT
,TMP,Temperatura da lama,Temperatura da lama,Adimensional,NaT
,TMP3,ProbeTemp,Temperatura do probe,degF,NaT
,TNGE,Thermal Neutron Matrix from Elements,Matriz Neutron Termal para elementos,ft3/ft3,NaT
,TNGE_EC,Thermal Neutron Matrix from Elements,Neutrons Termais - Matriz dos Elementos,ADIMENSIONAL,NaT
,TNGE_INCP,Matriz de neutron termal dos elementos de processamento de captura-inelástica,Matriz de neutron termal dos elementos de processamento de captura-inelástica,m3/m3 or ft3/ft3,NaT
,TNGE_SIG,Incerteza da Matriz de neutron termal dos elementos,Incerteza da Matriz de neutron termal dos elementos,m3/m3 or ft3/ft3,NaT
,TNGE_SIG_INCP,Incerteza Matriz de neutron termal dos elementos de processamento de captura-inelástica,Incerteza Matriz de neutron termal dos elementos de processamento de captura-inelástica,m3/m3 or ft3/ft3,NaT
,TNGE_WALK2,Nêutrons térmicos da matriz de Elemental concentrações (SpectroLith WALK2 Modelo),Nêutrons térmicos da matriz de Elemental concentrações (SpectroLith WALK2 Modelo),Adimensional,NaT
,TNGN01,Monopole multiplexed waveform gain,Ganho da forma de onda monopolar em 4 receptores,Adimensional,NaT
,TNGN06,Monopole multiplexed waveform gain,Monopole multiplexed waveform gain,dim,NaT
,TNGN08,Monopole multiplexed waveform gain,Monopole multiplexed waveform gain,dim,NaT
,TNGT,Near Decay Vect,Vetor do sensor próximo de decaimento,cps,NaT
,TNGTC,Near Special Decay Curve,Curva de decaimento especial pelo sensor perto,cnts,NaT
,TNGTCF,Near Corr Decay Filtered,Correção filtrada do decaimento pelo sensor perto,cps,NaT
,TNPH_P1F,Thermal Neutron Porosity,Porosidade Termal de Neutrons do,PU,NaT
,TNPH2,Thermal Neutron Porosity,Porosidade Termal de Neutrons do,PU,NaT
,TNPL,Thermal Neutron Porosity Limestone,Curva de Porosidade Termal referente à Matriz Calcárea,pu; v/v; %,NaT
,TNPL2,Thermal Neutron Porosity Lm + Eccentricity Corr,Curva de Porosidade Termal de Matriz Calcárea + Correção por Excentricidade,pu; v/v; %,NaT
,TNRA,Thermal Neutron Ratio,Relação Termal de Neutrons do ADNVISION,ADIMENSIONAL,NaT
,TNRA_P1F,Thermal Neutron Ratio,Relação Termal de Neutrons do ADNVISION,ADIMENSIONAL,NaT
,TNRA2,Thermal Neutron Ratio,Relação Termal de Neutrons do ADNVISION,ADIMENSIONAL,NaT
,TNSP06,Monopole multiplexed sample period,Monopole multiplexed sample period,us,NaT
,TNSP08,Monopole multiplexed sample period,Monopole multiplexed sample period,us,NaT
,TNST01,Monopole multiplexed waveform start time,Hora de início da forma de onda monopolar em 4 receptores,us,NaT
,TNST06,Monopole multiplexed waveform start time,Monopole multiplexed waveform start time,us,NaT
,TNST08,Monopole multiplexed waveform start time,Monopole multiplexed waveform start time,us,NaT
,TNTT08,Monopole multiplexed 1st arrival time,Monopole multiplexed 1st arrival time,ms,NaT
,TNWV01,Acoustic multiplexed waveform,Forma de onda acústica em 4 receptores,Adimensional,NaT
,TNWV06,Acoustic multiplexed waveform,Acoustic multiplexed waveform,dim,NaT
,TNWV08,Acoustic multiplexed waveform,Acoustic multiplexed waveform,dim,NaT
,TOD7,Tempo de tiro,Tempo de tiro,s,NaT
,TOD7_DL,Log de Profundidade - Hora do dia,Log de Profundidade - Hora do dia,s,NaT
,TOFD,Tempo do primeiro datum no poço,Tempo do primeiro datum no poço,ms,NaT
,TOFS,Tempo do primeiro dado de superfície,Tempo do primeiro dado de superfície,ms,NaT
,TOJ,Log de Producao - Hora do Trabalho,Log de Producao - Hora do Trabalho,s,NaT
,TOJ_DL,Log de Profundidade - Hora do Trabalho,Log de Profundidade - Hora do Trabalho,s,NaT
,TOR_AVG,Mean Torque,Torque Medio,kN.m,NaT
,TOR_AVG_EU,Scaleless Mean Torque (used to compute DTOR at surface),Torque Medio Adimensional (usado para calcular DTOR na superficie),ADIMENSIONAL,NaT
,TOR_MAX,Maximum Torque,Maximo Torque,kN.m,NaT
,TOR_MAX_EU,Scaleless Maximum Torque (used to compute DTOR at surface),Maximo Torque Adimensional (usado para calcular DTOR na superficie),ADIMENSIONAL,NaT
,TOR_MIN,Minimum Torque,Minimo Torque,kN.m,NaT
,TOR_MIN_EU,Scaleless Minimum Torque (used to compute DTOR at surface),Minimo Torque Adimensional (usado para calcular DTOR na superficie),ADIMENSIONAL,NaT
,TOR_SD,Torque Standard Deviation,Desvio Padrão do Torque,kN.m,NaT
,TOR_SD_EU,Scaleless Torque Standard Deviation,Desvio Padrão do Torque Adimensional,ADIMENSIONAL,NaT
,TOR0,Raw TOR0 ADC Counts,Contagem Bruta de Torque com ROP a 0 graus,ADIMENSIONAL,NaT
,TOR180,Raw TOR180 ADC Counts,Contagem Bruta de Torque com ROP a 180 graus,ADIMENSIONAL,NaT
,TOTRET01M,Total Returns - Sector 01/Retorno Total - Setor 01,"Retorno Total da sinal acútisca no Setor 01, em memória",in,NaT
,TOTRET02M,Total Returns - Sector 02/Retorno Total - Setor 02,"Retorno Total da sinal acútisca no Setor 02, em memória",in,NaT
,TOTRET03M,Total Returns - Sector 03/Retorno Total - Setor 03,"Retorno Total da sinal acútisca no Setor 03, em memória",in,NaT
,TOTRET04M,Total Returns - Sector 04/Retorno Total - Setor 04,"Retorno Total da sinal acútisca no Setor 04, em memória",in,NaT
,TOTRET05M,Total Returns - Sector 05/Retorno Total - Setor 05,"Retorno Total da sinal acútisca no Setor 05, em memória",in,NaT
,TOTRET06M,Total Returns - Sector 06/Retorno Total - Setor 06,"Retorno Total da sinal acútisca no Setor 06, em memória",in,NaT
,TOTRET07M,Total Returns - Sector 07/Retorno Total - Setor 07,"Retorno Total da sinal acútisca no Setor 07, em memória",in,NaT
,TOTRET08M,Total Returns - Sector 08/Retorno Total - Setor 08,"Retorno Total da sinal acútisca no Setor 08, em memória",in,NaT
,TOTRET09M,Total Returns - Sector 09/Retorno Total - Setor 09,"Retorno Total da sinal acútisca no Setor 09, em memória",in,NaT
,TOTRET10M,Total Returns - Sector 10/Retorno Total - Setor 10,"Retorno Total da sinal acútisca no Setor 10, em memória",in,NaT
,TOTRET11M,Total Returns - Sector 11/Retorno Total - Setor 11,"Retorno Total da sinal acútisca no Setor 11, em memória",in,NaT
,TOTRET12M,Total Returns - Sector 12/Retorno Total - Setor 12,"Retorno Total da sinal acútisca no Setor 12, em memória",in,NaT
,TOTRET13M,Total Returns - Sector 13/Retorno Total - Setor 13,"Retorno Total da sinal acútisca no Setor 13, em memória",in,NaT
,TOTRET14M,Total Returns - Sector 14/Retorno Total - Setor 14,"Retorno Total da sinal acútisca no Setor 14, em memória",in,NaT
,TOTRET15M,Total Returns - Sector 15/Retorno Total - Setor 15,"Retorno Total da sinal acútisca no Setor 15, em memória",in,NaT
,TOTRET16M,Total Returns - Sector 16/Retorno Total - Setor 16,"Retorno Total da sinal acútisca no Setor 16, em memória",in,NaT
,TPCH_RAW_SL_1,Temperatura de Pré-Carga Bruta (Estacionario) 1,Temperatura de Pré-Carga Bruta (Estacionario) 1,degC,NaT
,TPCH_RAW_SL_2,Temperatura de Pré-Carga Bruta (Estacionario) 2,Temperatura de Pré-Carga Bruta (Estacionario) 2,degC,NaT
,TPCH_SL_1,Temperatura de Pré-Carga (Estacionario) 1,Temperatura de Pré-Carga (Estacionario) 1,degC,NaT
,TPCH_SL_2,Temperatura de Pré-Carga (Estacionario) 2,Temperatura de Pré-Carga (Estacionario) 2,degC,NaT
,TPHI,Mril Full Porosity,Porosidade Total,%,NaT
,TPHI,Porosidade.,Porosidade.,m3/m3,NaT
,TPHI_DIFF,Diferença no T PHI entre as proporções de NF e ND,Diferença no T PHI entre as proporções de NF e ND,m3/m3,NaT
,TPHI_DIFF_SIG,Incerteza na diferença do T PHI entre os índices de NF e ND,Incerteza na diferença do T PHI entre os índices de NF e ND,m3/m3,NaT
,TPHI_DOLO,Decaimento térmico porosidade dolomita,Decaimento térmico porosidade dolomita,m3/m3,NaT
,TPHI_DOLO_SIG,Incerteza de decaimento térmico porosidade dolomita,Incerteza de decaimento térmico porosidade dolomita,m3/m3,NaT
,TPHI_LIME,Decaimento térmico porosidade Limestone,Decaimento térmico porosidade Limestone,m3/m3,NaT
,TPHI_LIME_SIG,Incerteza de decaimento térmico porosidade Limestone,Incerteza de decaimento térmico porosidade Limestone,m3/m3,NaT
,TPHI_SAND,Decaimento térmico porosidade Sandstone,Decaimento térmico porosidade Sandstone,m3/m3,NaT
,TPHI_SAND_SIG,Incerteza de decaimento térmico porosidade Sandstone,Incerteza de decaimento térmico porosidade Sandstone,m3/m3,NaT
,TPHI_SIG,Porosidade não corrigida.,Porosidade não corrigida.,m3/m3,NaT
,TPJ10,Projeção do Tempo Para Controle de Qualidade de Imagem do STC na Medida 10,Projeção do Tempo Para Controle de Qualidade de Imagem do STC na Medida 10,Adimensional,NaT
,TPJ11,Projeção do Tempo Para Controle de Qualidade de Imagem do STC na Medida 11,Projeção do Tempo Para Controle de Qualidade de Imagem do STC na Medida 11,Adimensional,NaT
,TPJ9,Projeção do Tempo Para Controle de Qualidade de Imagem do STC na Medida 9,Projeção do Tempo Para Controle de Qualidade de Imagem do STC na Medida 9,Adimensional,NaT
,TPOR01,MagTrak T2 Distribution Bin 1/Distribuição T2 (MagTrak)  Bin 1,Distribuição T2 para o bin 1,pu,NaT
,TPOR02,MagTrak T2 Distribution Bin 2/Distribuição T2 (MagTrak)  Bin 2,Distribuição T2  para o bin 2,pu,NaT
,TPOR03,MagTrak T2 Distribution Bin 3/Distribuição T2 (MagTrak)  Bin 3,Distribuição T2  para o bin 3,pu,NaT
