Mnemonics_Arquivos,Mnemonics_Variaveis,long_name,Descricao,Unidade,Data Atualização
,STD_GSH_DEV,Espectro de tempo do detector profundo do modo de desenvolvimento GSR,Espectro de tempo do detector profundo do modo de desenvolvimento GSR,Adimensional,NaT
,STD_GSH_LTH,Espectro de tempo do detector profundo do modo de litologia GSR,Espectro de tempo do detector profundo do modo de litologia GSR,Adimensional,NaT
,STD_IC,Espectro de tempo do detector profundo do modo IC,Espectro de tempo do detector profundo do modo IC,Adimensional,NaT
,STD_IC_DEV,Espectro de tempo do detector profundo do modo de desenvolvimento IC,Espectro de tempo do detector profundo do modo de desenvolvimento IC,Adimensional,NaT
,STF_GSH,Espectro de tempo do detector distante do modo GSR,Espectro de tempo do detector distante do modo GSR,Adimensional,NaT
,STF_GSH_DEV,Espectro de tempo do detector distante do modo de desenvolvimento GSR,Espectro de tempo do detector distante do modo de desenvolvimento GSR,Adimensional,NaT
,STF_GSH_LTH,Espectro de tempo do detector distante do modo GSR Ljthology,Espectro de tempo do detector distante do modo GSR Ljthology,Adimensional,NaT
,STF_IC,Espectro de tempo do detector distante do modo IC,Espectro de tempo do detector distante do modo IC,Adimensional,NaT
,STF_IC_DEV,Espectro de tempo do detector distante do modo de desenvolvimento IC,Espectro de tempo do detector distante do modo de desenvolvimento IC,Adimensional,NaT
,STF1,Waveform start time,Waveform start time,us,NaT
,STICK,"PKtoPK RPM, Real-Time","Diferenca de Revolução Pico a Pico, Tempo Real",RPM,NaT
,STICK_RT,"PKtoPK RPM, Real-Time","Diferenca de Revolução Pico a Pico, Tempo Real",RPM,NaT
,STID_GSH,"Taxa de contagem instantânea do sensor profundo no modo GSR após a correção de empilhamento, mas antes da subtração de fundo","Taxa de contagem instantânea do sensor profundo no modo GSR após a correção de empilhamento, mas antes da subtração de fundo",1/s,NaT
,STID_IC,"Taxa de contagem instantânea do sensor profundo no modo IC após a correção de empilhamento, mas antes da subtração de fundo","Taxa de contagem instantânea do sensor profundo no modo IC após a correção de empilhamento, mas antes da subtração de fundo",1/s,NaT
,STID_VAR_GSH,"Variância estatística da contagem instantânea do sensor profundo no modo GSR após a correção de empilhamento, mas antes da subtração de fundo","Variância estatística da contagem instantânea do sensor profundo no modo GSR após a correção de empilhamento, mas antes da subtração de fundo",Adimensional,NaT
,STID_VAR_IC,"Variância estatística da contagem instantânea do sensor profundo no modo IC após a correção de empilhamento, mas antes da subtração de fundo","Variância estatística da contagem instantânea do sensor profundo no modo IC após a correção de empilhamento, mas antes da subtração de fundo",Adimensional,NaT
,STIF_GSH,"Taxa de contagem instantânea do sensor distante no modo GSR após a correção de empilhamento, mas antes da subtração de fundo","Taxa de contagem instantânea do sensor distante no modo GSR após a correção de empilhamento, mas antes da subtração de fundo",1/s,NaT
,STIF_IC,"Taxa de contagem instantânea do sensor distante no modo IC após a correção de empilhamento, mas antes da subtração de fundo","Taxa de contagem instantânea do sensor distante no modo IC após a correção de empilhamento, mas antes da subtração de fundo",1/s,NaT
,STIF_VAR_GSH,"Variância estatística da contagem instantânea do sensor distante no modo GSR após a correção de empilhamento, mas antes da subtração de fundo","Variância estatística da contagem instantânea do sensor distante no modo GSR após a correção de empilhamento, mas antes da subtração de fundo",Adimensional,NaT
,STIF_VAR_IC,"Variância estatística da contagem instantânea do sensor distante no modo IC após a correção de empilhamento, mas antes da subtração de fundo","Variância estatística da contagem instantânea do sensor distante no modo IC após a correção de empilhamento, mas antes da subtração de fundo",Adimensional,NaT
,STIM,Acoustic Travel Time,Tempo de trânsito da onda,us,NaT
,STIME,Start time,Tempo de trânsito acústico,us,NaT
,STIME,Espectro da espectroscopia de tempo,Espectro da espectroscopia de tempo,Adimensional,NaT
,STIN_GSH,"Taxa de contagem instantânea do sensor próximo no modo GSR após a correção de empilhamento, mas antes da subtração de fundo","Taxa de contagem instantânea do sensor próximo no modo GSR após a correção de empilhamento, mas antes da subtração de fundo",1/s,NaT
,STIN_IC,"Taxa de contagem instantânea do sensor próximo no modo IC após a correção de empilhamento, mas antes da subtração de fundo","Taxa de contagem instantânea do sensor próximo no modo IC após a correção de empilhamento, mas antes da subtração de fundo",1/s,NaT
,STIN_VAR_GSH,"Variância estatística da contagem instantânea do sensor próximo no modo GSR após a correção de empilhamento, mas antes da subtração de fundo","Variância estatística da contagem instantânea do sensor próximo no modo GSR após a correção de empilhamento, mas antes da subtração de fundo",Adimensional,NaT
,STIN_VAR_IC,"Variância estatística da contagem instantânea do sensor próximo no modo IC após a correção de empilhamento, mas antes da subtração de fundo","Variância estatística da contagem instantânea do sensor próximo no modo IC após a correção de empilhamento, mas antes da subtração de fundo",Adimensional,NaT
,STK1B,Discrete Fourier transform stacking level all,Discrete Fourier transform stacking level all,raw,NaT
,STKSLP_IND,Stick Slip Indicator,Indicador de Stick n Slip,ADIMENSIONAL,NaT
,STN_GSH,Espectro de tempo do detector próximo do modo GSR,Espectro de tempo do detector próximo do modo GSR,Adimensional,NaT
,STN_GSH_DEV,Espectro de tempo do detector próximo do modo de desenvolvimento GSR,Espectro de tempo do detector próximo do modo de desenvolvimento GSR,Adimensional,NaT
,STN_GSH_LTH,Espectro de tempo do detector próximo do modo de litologia GSR,Espectro de tempo do detector próximo do modo de litologia GSR,Adimensional,NaT
,STN_IC,Espectro de tempo do detector próximo do modo IC,Espectro de tempo do detector próximo do modo IC,Adimensional,NaT
,STN_IC_DEV,Espectro de tempo do detector próximo do modo de desenvolvimento IC,Espectro de tempo do detector próximo do modo de desenvolvimento IC,Adimensional,NaT
,STN1,Waveform start time,Waveform start time,us,NaT
,STOF,Espaciamento efetico em calcário,Espaciamento efetico em calcário,in,NaT
,STOR,Surface Torque,Surface Torque,1000 ft.lbf,NaT
,STOTYP_IFA1,Tipo de oleo no tanque de estoque,Tipo de oleo no tanque de estoque,Adimensional,NaT
,STPC,Porosidade corrigida por distanciamento,Porosidade corrigida por distanciamento,pu,NaT
,STPE,Período da Pressão do Manômetro do PBMS,Período da Pressão do Manômetro do PBMS,ms,NaT
,STPE_SL,Período da Temperatura do Manômetro do PBMS (Estacionário),Período da Temperatura do Manômetro do PBMS (Estacionário),ms,NaT
,STRA,"Slowness Time Projection, Receiver Array","Projeção de Tempo de Lentidão, Receptor",USF,NaT
,STSG,Estado da Ferramenta SGT,Estado da Ferramenta SGT,Adimensional,NaT
,STSTC,Stoneley Semblance Map,Mapa de Imagem Stoneley,us/ft,NaT
,STTA,"Slowness Time Projection, Transmitter Array","Projeção de Tempo de Lentidão, Transmissor",USF,NaT
,STTF,Transducer Temp,Temperatura do transdutor,degF,NaT
,STUCK_RAW,Stuck Ratio,Ratio de Coluna Presa,ADIMENSIONAL,NaT
,STUCK_TIME,Magnetometer Stuck Time,Tempo de Coluna Presa medido pelo Magnetometro do OptiDrill,s,NaT
,STUN,CO Statistical Uncertainty,Incerteza de estatística de Carbono Oxigênio,Adimensional,NaT
,STUN1,Near Inel CO Stat Uncert,Incerteza do estado inelástico de carbono-oxigênio pelo sensor perto,Adimensional,NaT
,STUN2,Far Inel CO Stat Uncert,Incerteza do estado inelástico de carbono-oxigênio pelo sensor distante,Adimensional,NaT
,SVEL,Velocidade sónica,Velocidade sónica,m/s,NaT
,SVP4M,Semblance Compressional - 4 kHz/Semblança da onda compressional - 4 kHz,"Semblança da onda compressional para frequencia de 4 kHz, em memória",uS/ft,NaT
,SVP4X,Semblance Compressional - 4 kHz/Semblança da onda compressional - 4 kHz,"Semblança da onda compressional para frequencia de 4 kHz, em tempo real",uS/ft,NaT
,SVPM,Semblance Compressional/Semblança da onda compressional,"Semblança da onda compressional, em memória",Adimensional,NaT
,SVPX,Semblance Compressional/Semblança da onda compressional,"Semblança da onda compressional, em tempo real",Adimensional,NaT
,SVSM,Semblance Shear/Semblança da onda de cisalhamento,"Semblança da onda de cisalhamento, em memória",Adimensional,NaT
,SVSX,Semblance Cisalhamento/Semblança da onda de cisalhamento,"Semblança da onda de cisalhamento, em tempo real",Adimensional,NaT
,SWI,Irreducible Water Saturation,Saturação de Água Irredutível,M3M3,NaT
,SWOB,Surface Weight On Bit,Surface Weight On Bit,1000 lbf,NaT
,SXGAS_SL,Saturação de gás na zona invadida - estação,Saturação de gás na zona invadida - estação,CFCF,NaT
,SXO_SL,saturação de água na zona invadida - estação,saturação de água na zona invadida - estação,CFCF,NaT
,SXOBMF_SL,Saturação de filtrado de lama a base de óleo na zona invadida - estação,Saturação de filtrado de lama a base de óleo na zona invadida - estação,CFCF,NaT
,SXOIL_SL,Saturação de óleo na zona invadida - estação,Saturação de óleo na zona invadida - estação,CFCF,NaT
,T,HFPT T,Transmissor do HFPT,Adimensional,NaT
,T1,Temperature 1,Temperature 1,degC,NaT
,T12R,Computed T1/T2_proVISION,Computed T1/T2_proVISION,Adimensional,NaT
,T12R_CM,Razão de T1/T2 por análise combinada,Razão de T1/T2 por análise combinada,Adimensional,NaT
,T12R_MRF,Razão de T1/T2 por análise de fluidos,Razão de T1/T2 por análise de fluidos,Adimensional,NaT
,T12R_PV,Computed T1/T2_proVISION,Computed T1/T2_proVISION,Adimensional,NaT
,T12R_SL,T1/T2 computado - estação,T1/T2 computado - estação,adimensional,NaT
,T12V,+12V Analog for Transmitter,Fonte de Energia Analógica de +12V para o Transmissor,V,NaT
,T13F,Time remaining until max temperature for inside,Time remaining until max temperature for inside,hr,NaT
,T13FO,Time remaining until max temperature outside,Time remaining until max temperature outside,hr,NaT
,T1BK,Raio Interno_Perda de Metal,Raio Interno_Perda de Metal,in,NaT
,T1CO,T1 Cut off,Valor de corte usado para el calculo de volume irredutível (MBVI) para espectro T1,msec,NaT
,T1KLOGM,T1 Permeability Log-Mean,Curva T1 Média Logarítmica da Permeabilidade,mD,NaT
,T1LM,Média logarítmica do T1,Média logarítmica do T1,MS,NaT
,T1PIRRMX,T1 Irreducible Porosity,Curva T1 Porosidade Irredutível,pu,NaT
,T1PMIC,T1 Micro Porosity,Curva T1 Micro Porosidade,pu,NaT
,T1R1,"Tempo de pico da computação STC para Array Receptor, dipolo inferior","Tempo de pico da computação STC para Array Receptor, dipolo inferior",US,NaT
,T1R2,"Tempo de pico da computação STC para Array Receptor, dipolo superior","Tempo de pico da computação STC para Array Receptor, dipolo superior",US,NaT
,T1R3,"Tempo de pico da computação STC para Array Receptor, monopolo stoneley","Tempo de pico da computação STC para Array Receptor, monopolo stoneley",US,NaT
,T1R4,"Tempo de pico da computação STC para Array Receptor, monopolo compressional e cisalhante","Tempo de pico da computação STC para Array Receptor, monopolo compressional e cisalhante",US,NaT
,T1SPEC,T1 Spectra,Espectro de T1,Adimensional,NaT
,T1T1,"Tempo de pico da computação STC para Array Transmissor, dipolo inferior","Tempo de pico da computação STC para Array Transmissor, dipolo inferior",US,NaT
,T1T2,"Tempo de pico da computação STC para Array Transmissor, dipolo superior","Tempo de pico da computação STC para Array Transmissor, dipolo superior",US,NaT
,T1T3,"Tempo de pico da computação STC para Array Transmissor, monopolo stoneley","Tempo de pico da computação STC para Array Transmissor, monopolo stoneley",US,NaT
,T1T4,"Tempo de pico da computação STC para Array Transmissor, monopolo compressional e cisalhante","Tempo de pico da computação STC para Array Transmissor, monopolo compressional e cisalhante",US,NaT
,T2,Temperature 2,Temperature 2,degC,NaT
,T2_DIST_CM,Distribuição de T2 de todos os fluidos atraves de análise combinada,Distribuição de T2 de todos os fluidos atraves de análise combinada,M3M3,NaT
,T2_DIST_DIF,Diferença de Distribuição T2,Diferença de Distribuição T2,CFCF,NaT
,T2_DIST_H2O_SL,Distribuição T2 da água - estação,Distribuição T2 da água - estação,CFCF,NaT
,T2_DIST_MRF,Distribuição de T2 através de análise de tipo de fluido,Distribuição de T2 através de análise de tipo de fluido,M3M3,NaT
,T2_DIST_MW,Distribuição T2 - modo Mult Wait,Distribuição T2 - modo Mult Wait,CFCF,NaT
,T2_DIST_MW_SL,"Distribuição T2, modo Multi Wait - estação","Distribuição T2, modo Multi Wait - estação",CFCF,NaT
,T2_DIST_OIL_SL,Distribuição T2 do óleo - estação,Distribuição T2 do óleo - estação,CFCF,NaT
,T2_DIST_SL,Distribuição T2 - estação,Distribuição T2 - estação,CFCF,NaT
,T2_DIST0_SL,Distribuição T2 sem correção de polarização - estação,Distribuição T2 sem correção de polarização - estação,CFCF,NaT
,T2_MOTION_LIMIT_ANT1,Motion Induced T2 for a Non-Relaxing Spin 1,Movimento Induzido a T2 para Spin1,S,NaT
,T2_MOTION_LIMIT_ANT2,Motion Induced T2 for a Non-Relaxing Spin 2,Movimento Induzido a T2 para Spin2,S,NaT
,T2AV,Espessura Media do Casing Menos Nominal,Espessura Media do Casing Menos Nominal,in,NaT
,T2BK,Espessura do Casing Menos Nominal,Espessura do Casing Menos Nominal,in,NaT
,T2CFA,T2 Cut Off Group A,Corte T2 Grupo A,msec,NaT
,T2CFB,T2 Cut Off Group B,Corte T2 Grupo B,msec,NaT
,T2CO,T2 Cut off,Valor de corte usado para el calculo de volume irredutível (MBVI) para espectro T2,msec,NaT
,T2CUTOFF_ANT2,T2 Cutoff,Tempo de Cutoff T2,S,NaT
,T2CUTOFF_P,T2 Distribution Cut Off,T2 Distribution Cut Off,Ms,NaT
,T2DIST,T2 Distribution (Diffusion Inlcuded),Distribuição T2 (Difusão Incluida),ADIMENSIONAL,NaT
,T2DIST_PV,T2 Distribution of all fluids,T2 Distribution of all fluids,Adimensional,NaT
,T2DISTA,T2 Distribution Group A,Distribuição T2 Grupo A,msec,NaT
,T2DISTB,T2 Distribution Group B,Distribuição T2 Grupo B,msec,NaT
,T2DW,T2 Diffusion Water,Curva T2 Difusão da Água,msec,NaT
,T2L1,T2 Logarithmic Mean Associated with Binned Porosity 1,Média Logaritmica T2 Associada com Porosidade Bin 1,MS,NaT
,T2L1_PV,T2 Logarithmic Mean associated with Binned Porosity 1_proVISION,T2 Logarithmic Mean associated with Binned Porosity 1_proVISION,ms,NaT
,T2L2,T2 Logarithmic Mean Associated with Binned Porosity 2,Média Logaritmica T2 Associada com Porosidade Bin 2,MS,NaT
,T2L2_PV,T2 Logarithmic Mean associated with Binned Porosity 2_proVISION,T2 Logarithmic Mean associated with Binned Porosity 2_proVISION,ms,NaT
,T2L3,T2 Logarithmic Mean Associated with Binned Porosity 3,Média Logaritmica T2 Associada com Porosidade Bin 3,MS,NaT
,T2L3_PV,T2 Logarithmic Mean associated with Binned Porosity 3_proVISION,T2 Logarithmic Mean associated with Binned Porosity 3_proVISION,ms,NaT
,T2L4,T2 Logarithmic Mean Associated with Binned Porosity 4,Média Logaritmica T2 Associada com Porosidade Bin 4,MS,NaT
,T2L4_PV,T2 Logarithmic Mean associated with Binned Porosity 4_proVISION,T2 Logarithmic Mean associated with Binned Porosity 4_proVISION,ms,NaT
,T2L5,T2 Logarithmic Mean Associated with Binned Porosity 5,Média Logaritmica T2 Associada com Porosidade Bin 5,MS,NaT
,T2L5_PV,T2 Logarithmic Mean associated with Binned Porosity 5_proVISION,T2 Logarithmic Mean associated with Binned Porosity 5_proVISION,ms,NaT
,T2L6,T2 Logarithmic Mean Associated with Binned Porosity 6,Média Logaritmica T2 Associada com Porosidade Bin 6,MS,NaT
,T2L6_PV,T2 Logarithmic Mean associated with Binned Porosity 6_proVISION,T2 Logarithmic Mean associated with Binned Porosity 6_proVISION,ms,NaT
,T2L7,T2 Logarithmic Mean Associated with Binned Porosity 7,Média Logaritmica T2 Associada com Porosidade Bin 7,MS,NaT
,T2L7_PV,T2 Logarithmic Mean associated with Binned Porosity 7_proVISION,T2 Logarithmic Mean associated with Binned Porosity 7_proVISION,ms,NaT
,T2L8,T2 Logarithmic Mean Associated with Binned Porosity 8,Média Logaritmica T2 Associada com Porosidade Bin 8,MS,NaT
,T2L8_PV,T2 Logarithmic Mean associated with Binned Porosity 8_proVISION,T2 Logarithmic Mean associated with Binned Porosity 8_proVISION,ms,NaT
,T2LM,T2 Logarithmic Mean,Média Logaritmica T2,MS,NaT
,T2LM_2_DH,"Answer Product 2 T2 Logarithmic Mean, Downhole","Média Logaritmica T2, Answer Product, Computada no Fundo",S,NaT
,T2LM_ANT2,Antenna 2 T2 Logarithmic Mean,Antena 2 Média Logarítmica T3,S,NaT
,T2LM_ANT2_T2I,Antenna 2 T2 Logarithmic Mean by T2 Inversion,T2 Meio Logarítmico da Inversão do T2 da Antena 3,MS,NaT
,T2LM_CM,Média logaritmica de T2 por análise combinada,Média logaritmica de T2 por análise combinada,MS,NaT
,T2LM_H2O_SL,Média logarítmica do T2 da água - estação,Média logarítmica do T2 da água - estação,MS,NaT
,T2LM_HR,"Média logarítmica do T2, em alta resolução","Média logarítmica do T2, em alta resolução",MS,NaT
,T2LM_MRF,Média logaritmica de T2 por análise de tipos de fluido,Média logaritmica de T2 por análise de tipos de fluido,MS,NaT
,T2LM_MW,"Média Logarítmica do T2, modo Multi Wait","Média Logarítmica do T2, modo Multi Wait",MS,NaT
,T2LM_MW_SIG,"Desvio padrão da média logarítmica de T2, modo Multi Wait","Desvio padrão da média logarítmica de T2, modo Multi Wait",MS,NaT
,T2LM_MW_SIG_SL,"Desvio padrão da média logarítmica de T2, modo Multi Wait - estação","Desvio padrão da média logarítmica de T2, modo Multi Wait - estação",MS,NaT
,T2LM_MW_SL,"Média Logarítmica do T2, modo Multi Wait - estação","Média Logarítmica do T2, modo Multi Wait - estação",MS,NaT
,T2LM_OIL_SL,"Média Logarítmica do T2 do óleo, modo Multi Wait - estação","Média Logarítmica do T2 do óleo, modo Multi Wait - estação",MS,NaT
,T2LM_PV,T2 Logarithmic Mean,T2 Logarithmic Mean,Ms,NaT
,T2LM_SIG,Desvio padrão da média logarítmica de T2,Desvio padrão da média logarítmica de T2,MS,NaT
,T2LM_SIG_SL,Desvio padrão da média logarítmica de T2 - estação,Desvio padrão da média logarítmica de T2 - estação,MS,NaT
,T2LM_SL,Média Logarítmica do T2 - estação,Média Logarítmica do T2 - estação,MS,NaT
,T2LMA,T2 Log Mean Group A,Curva da Média Logarítmica T2 Grupo A,msec,NaT
,T2LMB,T2 Log Mean Group B,Curva da Média Logarítmica T2 Grupo B,msec,NaT
,T2SPECA,T2 Spectra Group A,Espectros T2 Grupo A,msec,NaT
,T2SPECB,T2 Spectra Group B,Espectros T2 Grupo B,msec,NaT
,TAB_ARC_RES,Resistivity Time After Bit,Tempo de Leitura da Resistividade Após Passagem da Broca,H,NaT
,TAB_DEN,Density Time After Bit,Tempo de Leitura da Densidade Após Passagem da Broca - Medida pelo,H,NaT
,TAB_DEN2,Density Time After Bit,Tempo de Leitura da Densidade Após Passagem da Broca - Medida pelo,H,NaT
,TAB_DHAP,Annular Pressure Time After Bit,Tempo de Leitura de Pressão Anular Após Passagem da Broca - Medida pelo,H,NaT
,TAB_GR,Gamma Ray Time After Bit,Tempo de Leitura de Raios Gama Após Passagem da Broca - Medida pelo,H,NaT
,TAB_IMP_GR,IMPULSE Gamma Ray Time After Bit,Tempo de Leitura dos Raios Gama,H,NaT
,TAB_KAI_EM,KAI Electromagnetic Time After Bit,Tempo depois da Broca das medições EletroMagneticas do KAI,h,NaT
,TAB_KAI_US,KAI Ultrasonic Time After Bit,Tempo depois da Broca das medições Ultrasonicas do KAI,h,NaT
,TAB_NEU,Neutron Time After Bit,Tempo de Leitura de Neutron Após Passagem da Broca - Medida pelo,H,NaT
,TAB_NEU2,Neutron Time After Bit,Tempo de Leitura de Neutron Após Passagem da Broca - Medida pelo,H,NaT
,TAB_RAB_BD,Deep Button Resistivity Time After Bit,"Tempo de Leitura da Resistividade Azimutal Profunda após passagem da Broca, do RAB",H,NaT
,TAB_RAB_BIT,Bit Resistivity Time After Bit,"Tempo de Leitura da Resistividade na Broca após passagem da broca, do RAB",H,NaT
,TAB_RAB_BM,Medium Button Resistivity Time After Bit,"Tempo de Leitura da Resistividade Azimutal Media após passagem da Broca, do RAB",H,NaT
,TAB_RAB_BS,Shallow Button Resistivity Time After Bit,"Tempo de Leitura da Resistividade Azimutal Rasa após passagem da Broca, do RAB",H,NaT
,TAB_RAB_GR,RAB Gamma Ray Time After Bit,"Tempo de Leitura dos raios gamma após passagem da Broca, do RAB",H,NaT
,TAB_RAB_RING,Ring Resistivity Time After Bit,"Tempo de Leitura da Resistividade do Anel após passagem da broca, do RAB",H,NaT
,TAB_RES,Resistivity Time After Bit,Tempo de Leitura da Resistividade Após Passagem da Broca,H,NaT
,TAB_RES_BD,Deep Button Resistivity Time After Bit,"Tempo de Leitura da Resistividade Azimutal Profunda após passagem da Broca, do RAB",H,NaT
,TAB_RES_BIT,Bit Resistivity Time After Bit,"Tempo de Leitura da Resistividade na Broca após passagem da broca, do RAB",H,NaT
,TAB_RES_BM,Medium Button Resistivity Time After Bit,"Tempo de Leitura da Resistividade Azimutal Media após passagem da Broca, do RAB",H,NaT
,TAB_RES_BS,Shallow Button Resistivity Time After Bit,"Tempo de Leitura da Resistividade Azimutal Rasa após passagem da Broca, do RAB",H,NaT
,TAB_RES_RING,Ring Resistivity Time After Bit,"Tempo de Leitura da Resistividade do Anel após passagem da broca, do RAB",H,NaT
,TAB_SONIC,Sonic Time After Bit,Tempo do Sônico após a Passagem da Broca,H,NaT
,TAB_UCAL,Ultrasonic Caliper Time After Bit,Tempo de Leitura de Calipe Ultrasonico após Passagem da Broca,H,NaT
,TAB_UHRI,UHRI Time After Bit,UHRI Tempo após bit,h,NaT
,TALP,fator alfa térmica,fator alfa térmica,Adimensional,NaT
,TASE,Echo de ajuste de alta voltagem de destino,Echo de ajuste de alta voltagem de destino,kV,NaT
,TASPEC,TASPEC,Espectro TA,pu,NaT
,TAU11,Channel A/D sampling period,Channel A/D sampling period,us,NaT
,TAV,RST Alvo de Alta Tensão,RST Alvo de Alta Tensão,kV,NaT
,TBSPEC,TBSPEC,Espectro TB,pu,NaT
,TC_RPM_MR,MR Turbine Cartridge RPM,MR RPM Cartucho da Turbina,CS,NaT
,TCCR,Total Counts Capture,Contas de captura total,Adimensional,NaT
,TCCR1,Near Total Capture Counts,Contas do total de captura pelo sensor perto,cps,NaT
,TCCR2,Far Total Capture Counts,Contas do total de captura pelo sensor distante,cps,NaT
,TCMR_HR,"Porosidade total do CMR, em alta resolução","Porosidade total do CMR, em alta resolução",CFCF,NaT
,TCMR_HR_SIG,"Desvio padrão da porosidade total do CMR, em alta resolução","Desvio padrão da porosidade total do CMR, em alta resolução",CFCF,NaT
,TCMR_MW,"Porosidade total do CMR, modo Multi Wait","Porosidade total do CMR, modo Multi Wait",CFCF,NaT
,TCMR_MW_SIG,"Desvio Padrão da porosidade total do CMR, modo Multi Wait","Desvio Padrão da porosidade total do CMR, modo Multi Wait",CFCF,NaT
,TCMR_MW_SIG_SL,"Desvio Padrão da porosidade total do CMR, modo Multi Wait - estação","Desvio Padrão da porosidade total do CMR, modo Multi Wait - estação",CFCF,NaT
,TCMR_MW_SL,"Porosidade total do CMR, modo Multi Wait - estação","Porosidade total do CMR, modo Multi Wait - estação",CFCF,NaT
,TCMR_SIG,Desvio padrão da porosidade total do CMR,Desvio padrão da porosidade total do CMR,CFCF,NaT
,TCMR_SIG_SL,Desvio padrão da porosidade total do CMR  - estação,Desvio padrão da porosidade total do CMR  - estação,CFCF,NaT
,TCMR_SL,Porosidade total do CMR - estação,Porosidade total do CMR - estação,CFCF,NaT
,TCOD,Temperatura da Telemetria,Temperatura da Telemetria,Admensional,NaT
,TCRL,taxa de contagem do detector de espaçamento longo,taxa de contagem do detector de espaçamento longo,CPS,NaT
,TCRS,taxa de contagem do detector de espaçamento curto,taxa de contagem do detector de espaçamento curto,CPS,NaT
,TCSP,Velocidade do cabo desejada,Velocidade do cabo desejada,ft/hr or m/hr,NaT
,TDEP,Depth,Profundidade,m,NaT
,TDEP,Tool Depth,Profundidade da Ferramenta,m,NaT
,TDEP,Depth curve correlated to two-way time,Curva de profundidade,m,NaT
,TDIS_FLAG,Aviso de transmissor desabilitado,Aviso de transmissor desabilitado,adimensional,NaT
,TDIS_FLAG_SL,Aviso de transmissor desabilitado - estação,Aviso de transmissor desabilitado - estação,adimensional,NaT
,TDSPEC,TDSPEC,Espectro TD,pu,NaT
,TELESCOPE_GR_BHC,Borehole Corrected Gamma Ray,Raios Gama Corrigidos,GAPI,NaT
,TEMP,Temperature,Temperatura do poço,degF,NaT
,TEMP,Computed Borehole Temperature,Temperatura do Poço Computada,DEGF,NaT
,TEMP,Temperature,Curva de Temperatura do Sensor de Resistividade,degC,NaT
,TEMP,Temperature,Temperatura registrada.,degF,NaT
,TEMP_ARC,ARC Tool Temperature,Temperatura da ferramenta,degC,NaT
,TEMPERATURE,Temperature,Temperatura,degF,NaT
,TEMPNP_A,Temperatura da placa do PAD A,Temperatura da placa do PAD A,degC,NaT
,TEMPNP_B,Temperatura da placa do PAD B,Temperatura da placa do PAD B,degC,NaT
,TEMPNP_C,Temperatura da placa do PAD C,Temperatura da placa do PAD C,degC,NaT
,TEMPNP_D,Temperatura da placa do PAD D,Temperatura da placa do PAD D,degC,NaT
,TEMPNP_E,Temperatura da placa do PAD E,Temperatura da placa do PAD E,degC,NaT
,TEMPNP_F,Temperatura da placa do PAD F,Temperatura da placa do PAD F,degC,NaT
,TEMPNP_G,Temperatura da placa do PAD G,Temperatura da placa do PAD G,degC,NaT
,TEMPNP_H,Temperatura da placa do PAD H,Temperatura da placa do PAD H,degC,NaT
,TEN,Differential tension,Tensão Diferencial do cabo,lbf,NaT
,TENS,Tensão,Tensão do cabo,lbs,NaT
,TENS,Tension,Tensão do cabo,lbs,NaT
,TENS_SL,Tensão no cabo,Tensão no cabo,LBF,NaT
,TESPEC,TESPEC,Espectro TE,pu,NaT
,TFCAP,Tuning fork computed static capacitance,Tuning fork computed static capacitance,F,NaT
,TFDEN,Tuning fork computed density,Tuning fork computed density,g/cm3,NaT
,TFGN01,Monopole multiplexed waveform gain,Ganho da forma de onda monopolar em 8 receptores,Adimensional,NaT
,TFGN07,Monopole multiplexed waveform gain,Monopole multiplexed waveform gain,dim,NaT
,TFGN09,Monopole multiplexed waveform gain,Monopole multiplexed waveform gain,dim,NaT
,TFGN09K,Monopole multiplexed waveform gain,Monopole multiplexed waveform gain,dim,NaT
,TFGT,Far Decay Vect,Vetor do sensor distante de decaimento,cps,NaT
,TFGTC,Far Special Decay Curve,Curva de decaimento especial pelo sensor distante,cnts,NaT
,TFGTCF,Far Corr Decay Filtered,Correção filtrada do decaimento pelo sensor distante,cps,NaT
,TFLO,Total Pump Flow,Vazão total,GPM,NaT
,TFRQ,"Unique frequency, sorted frequency values",Frequencia unica,Hz,NaT
,TFSP07,Monopole multiplexed sample period,Monopole multiplexed sample period,us,NaT
,TFSP09,Monopole multiplexed sample period,Monopole multiplexed sample period,us,NaT
,TFSP09K,Monopole multiplexed sample period,Monopole multiplexed sample period,us,NaT
,TFST01,Monopole multiplexed waveform start time,Hora de início da forma de onda monopolar em 8 receptores,us,NaT
,TFST07,Monopole multiplexed waveform start time,Monopole multiplexed waveform start time,us,NaT
,TFST09,Monopole multiplexed waveform start time,Monopole multiplexed waveform start time,us,NaT
,TFST09K,Monopole multiplexed waveform start time,Monopole multiplexed waveform start time,us,NaT
,TFVISC,Tuning fork computed viscosity,Tuning fork computed viscosity,mPa.s,NaT
,TFWV01,Acoustic multiplexed waveform,Forma de onda acústica monopolar em 8 receptores,Adimensional,NaT
,TFWV07,Acoustic multiplexed waveform,Acoustic multiplexed waveform,dim,NaT
,TFWV09,Acoustic multiplexed waveform,Acoustic multiplexed waveform,dim,NaT
,TFWV09K,Acoustic multiplexed waveform,Acoustic multiplexed waveform,dim,NaT
,TGST,Projeçao da aceleração da Terra no eixo da ferramenta,Projeçao da aceleração da Terra no eixo da ferramenta,F/S2,NaT
,TGTCFC,Decay Filtered Compress,Compressão filtrada do decaimento,cps,NaT
